request_rate,active_users,db_connections,hour_sin,hour_cos,minute_sin,minute_cos,is_business_hour
-0.34105555952155503,0.30044423653619917,-1.3432800539366996,-0.06944266492379367,2.1163430254162647,0.7337065214002442,1.2185112629811747,-1.083472677771923
0.7101103566278153,0.7333610038794255,-0.23478025699273247,-0.06944266492379367,2.1163430254162647,0.6012289715798784,1.2854396489995092,-1.083472677771923
-1.1055398621756425,1.5991945385658781,-0.013080297603939046,-0.06944266492379367,2.1163430254162647,0.462421404962718,1.3382711255998498,-1.083472677771923
0.32786820530077154,0.1561386474217904,-0.45648021638152586,-0.06944266492379367,2.1163430254162647,0.3188046262959713,1.3764268600688665,-1.083472677771923
1.092352507954859,-0.5653892981502535,0.6520195805624412,-0.06944266492379367,2.1163430254162647,0.17195213106045432,1.3994888101951153,-1.083472677771923
-0.9144187865121206,0.30044423653619917,-0.8998801351591127,-0.06944266492379367,2.1163430254162647,0.023472865924827658,1.40720430442699,-1.083472677771923
-0.5321766351850769,-1.431222832836706,-1.1215800945479062,-0.41178405860212336,1.950645182081418,-0.12500639921079895,1.3994888101951153,-1.083472677771923
-0.14993448385803315,-0.4210837090358447,-0.45648021638152586,-0.41178405860212336,1.950645182081418,-0.27185889444631556,1.3764268600688665,-1.083472677771923
0.32786820530077154,0.44474982565060794,-0.45648021638152586,-0.41178405860212336,1.950645182081418,-0.41547567311306294,1.3382711255998498,-1.083472677771923
-0.5321766351850769,0.5890554147650168,0.4303196211736478,-0.41178405860212336,1.950645182081418,-0.5542832397302231,1.2854396489995092,-1.083472677771923
-0.05437394602627222,0.5890554147650168,0.8737195399512346,-0.41178405860212336,1.950645182081418,-0.6867607895505885,1.218511262981175,-1.083472677771923
-0.9144187865121206,-0.5653892981502535,1.3171194587288215,-0.41178405860212336,1.950645182081418,-0.8114568708156191,1.1382192489477285,-1.083472677771923
0.32786820530077154,-0.13247253080702714,0.6520195805624412,-0.41178405860212336,1.950645182081418,-0.9270052871646401,1.0454433030071053,-1.083472677771923
0.32786820530077154,1.021972182108243,-0.8998801351591127,-0.41178405860212336,1.950645182081418,-1.0321400659680726,0.9411998978376456,-1.083472677771923
-0.5321766351850769,1.7435001276802868,-0.45648021638152586,-0.41178405860212336,1.950645182081418,-1.1257093285884796,0.8266311460007196,-1.083472677771923
0.5189892809642934,-0.5653892981502535,-0.8998801351591127,-0.41178405860212336,1.950645182081418,-1.2066879106039634,0.7029922867165077,-1.083472677771923
-1.2966609378391645,-0.4210837090358447,-1.7866799727142864,-0.41178405860212336,1.950645182081418,-1.2741885937241064,0.5716379332004196,-1.083472677771923
-0.7232977108485987,0.5890554147650168,0.2086196617848544,-0.41178405860212336,1.950645182081418,-1.3274718263392167,0.43400723123724577,-1.083472677771923
-0.5321766351850769,-0.4210837090358447,-0.23478025699273247,-0.41178405860212336,1.950645182081418,-1.3659538262025306,0.29160809159876966,-1.083472677771923
0.13674712963724964,-0.2767781199214359,-0.013080297603939046,-0.41178405860212336,1.950645182081418,-1.3892129764706698,0.14600066905780487,-1.083472677771923
0.32786820530077154,1.4548889494514694,-2.0083799321030797,-0.41178405860212336,1.950645182081418,-1.3969944450260057,-0.001219730993975342,-1.083472677771923
-1.4877820135026862,-1.1426116546078886,-0.6781801757703193,-0.41178405860212336,1.950645182081418,-1.3892129764706695,-0.1484401310457568,-1.083472677771923
-2.2522663161567738,0.44474982565060794,-1.1215800945479062,-0.41178405860212336,1.950645182081418,-1.3659538262025306,-0.29404755358672036,-1.083472677771923
-0.2454950216897941,-0.4210837090358447,-1.3432800539366996,-0.41178405860212336,1.950645182081418,-1.3274718263392165,-0.4364466932251964,-1.083472677771923
1.092352507954859,-0.2767781199214359,-1.3432800539366996,-0.41178405860212336,1.950645182081418,-1.2741885937241055,-0.5740773951883713,-1.083472677771923
-0.6277371730168378,0.5890554147650168,1.538819418117615,-0.41178405860212336,1.950645182081418,-1.2066879106039632,-0.7054317487044584,-1.083472677771923
-1.2011004000074035,-0.4210837090358447,1.0954194993400281,-0.41178405860212336,1.950645182081418,-1.1257093285884792,-0.8290706079886705,-1.083472677771923
0.8056708944595762,0.5890554147650168,-1.1215800945479062,-0.41178405860212336,1.950645182081418,-1.0321400659680726,-0.9436393598255959,-1.083472677771923
0.6145498187960543,0.011833058307381626,1.538819418117615,-0.41178405860212336,1.950645182081418,-0.9270052871646403,-1.0478827649950557,-1.083472677771923
0.8056708944595762,-0.2767781199214359,1.3171194587288215,-0.41178405860212336,1.950645182081418,-0.8114568708156187,-1.1406587109356792,-1.083472677771923
-0.34105555952155503,-1.1426116546078886,-0.6781801757703193,-0.41178405860212336,1.950645182081418,-0.6867607895505886,-1.2209507249691254,-1.083472677771923
1.2834735836183808,0.8776665929938343,-0.45648021638152586,-0.41178405860212336,1.950645182081418,-0.5542832397302231,-1.2878791109874594,-1.083472677771923
-0.43661609735331597,-0.7096948872646622,0.2086196617848544,-0.41178405860212336,1.950645182081418,-0.4154756731130625,-1.3407105875878003,-1.083472677771923
-0.5321766351850769,-0.5653892981502535,0.6520195805624412,-0.41178405860212336,1.950645182081418,-0.2718588944463156,-1.3788663220568167,-1.083472677771923
0.7101103566278153,0.30044423653619917,-0.6781801757703193,-0.41178405860212336,1.950645182081418,-0.12500639921079842,-1.4019282721830657,-1.083472677771923
1.3790341214501418,2.6093336623667396,0.8737195399512346,-0.41178405860212336,1.950645182081418,0.023472865924828463,-1.4096437664149404,-1.083472677771923
-1.2966609378391645,-0.2767781199214359,0.4303196211736478,-0.41178405860212336,1.950645182081418,0.1719521310604541,-1.4019282721830657,-1.083472677771923
0.8056708944595762,0.1561386474217904,0.2086196617848544,-0.41178405860212336,1.950645182081418,0.3188046262959713,-1.3788663220568167,-1.083472677771923
0.8056708944595762,0.1561386474217904,-0.45648021638152586,-0.41178405860212336,1.950645182081418,0.46242140496271816,-1.3407105875878003,-1.083472677771923
0.13674712963724964,-0.13247253080702714,-2.4517798508806665,-0.41178405860212336,1.950645182081418,0.6012289715798783,-1.2878791109874597,-1.083472677771923
-0.5321766351850769,-0.7096948872646622,-0.45648021638152586,-0.41178405860212336,1.950645182081418,0.7337065214002442,-1.2209507249691252,-1.083472677771923
1.5701551971136638,-2.15275077840875,-1.1215800945479062,-0.41178405860212336,1.950645182081418,0.8584026026652744,-1.1406587109356787,-1.083472677771923
