request_rate,active_users,db_connections,hour_sin,hour_cos,minute_sin,minute_cos,is_business_hour,cpu_utilization
96,52,14,0.258819045102521,-0.9659258262890682,-0.5877852522924734,0.8090169943749473,1,55.829553530118446
107,55,19,0.258819045102521,-0.9659258262890682,-0.6691306063588581,0.7431448254773942,1,58.22979452487162
88,61,20,0.258819045102521,-0.9659258262890682,-0.743144825477394,0.6691306063588585,1,55.8079055844485
103,51,18,0.258819045102521,-0.9659258262890682,-0.8090169943749476,0.5877852522924729,1,54.98089346644536
111,46,23,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,1,57.2070767103801
90,52,16,0.258819045102521,-0.9659258262890682,-0.9135454576426011,0.40673664307579976,1,53.77979505181069
94,40,15,0.258819045102521,-0.9659258262890682,-0.9510565162951536,0.30901699437494723,1,50.9664880643371
98,47,18,0.258819045102521,-0.9659258262890682,-0.9781476007338056,0.20791169081775943,1,53.62064121690814
103,53,18,0.258819045102521,-0.9659258262890682,-0.9945218953682734,0.10452846326765299,1,55.813421725593955
94,54,22,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,1,55.19023629427566
99,54,24,0.258819045102521,-0.9659258262890682,-0.9945218953682733,-0.10452846326765423,1,56.81184550793303
90,46,26,0.258819045102521,-0.9659258262890682,-0.9781476007338056,-0.2079116908177598,1,52.75200758513999
103,49,23,0.258819045102521,-0.9659258262890682,-0.9510565162951535,-0.30901699437494756,1,57.51570842377467
103,57,16,0.258819045102521,-0.9659258262890682,-0.9135454576426005,-0.4067366430758009,1,56.415802090549164
94,62,18,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,1,55.6885885739103
105,46,16,0.258819045102521,-0.9659258262890682,-0.8090169943749473,-0.5877852522924732,1,56.32479621811795
86,47,12,0.258819045102521,-0.9659258262890682,-0.743144825477394,-0.6691306063588585,1,50.7948220549502
92,54,21,0.258819045102521,-0.9659258262890682,-0.6691306063588582,-0.7431448254773942,1,54.819690440819684
94,47,19,0.258819045102521,-0.9659258262890682,-0.587785252292473,-0.8090169943749476,1,55.17526214239812
101,48,20,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,1,56.442143442021866
103,60,11,0.258819045102521,-0.9659258262890682,-0.4067366430758002,-0.9135454576426009,1,56.62520192484523
84,42,17,0.258819045102521,-0.9659258262890682,-0.3090169943749473,-0.9510565162951536,1,51.35030563211112
76,53,15,0.258819045102521,-0.9659258262890682,-0.20791169081775907,-0.9781476007338057,1,52.82876756765512
97,47,14,0.258819045102521,-0.9659258262890682,-0.10452846326765305,-0.9945218953682734,1,53.973280008756205
111,48,14,0.258819045102521,-0.9659258262890682,5.66553889764798e-16,-1.0,1,57.30003667715845
93,54,27,0.258819045102521,-0.9659258262890682,0.10452846326765329,-0.9945218953682734,1,57.44820769803727
87,47,25,0.258819045102521,-0.9659258262890682,0.20791169081775931,-0.9781476007338057,1,56.226045144168936
108,54,15,0.258819045102521,-0.9659258262890682,0.3090169943749475,-0.9510565162951535,1,60.1342843120707
106,50,27,0.258819045102521,-0.9659258262890682,0.40673664307580004,-0.913545457642601,1,60.3405010562639
108,48,26,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,1,60.29025692801942
96,42,17,0.258819045102521,-0.9659258262890682,0.5877852522924732,-0.8090169943749473,1,54.92170439164757
113,56,18,0.258819045102521,-0.9659258262890682,0.6691306063588583,-0.743144825477394,1,59.96755030234168
95,45,21,0.258819045102521,-0.9659258262890682,0.7431448254773945,-0.6691306063588579,1,55.12210410023914
94,46,23,0.258819045102521,-0.9659258262890682,0.8090169943749475,-0.587785252292473,1,57.88154281573889
107,52,17,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,1,59.712005457163144
114,68,24,0.258819045102521,-0.9659258262890682,0.913545457642601,-0.40673664307580004,1,65.96868107225914
86,48,22,0.258819045102521,-0.9659258262890682,0.9510565162951536,-0.30901699437494734,1,57.15132969615503
108,51,21,0.258819045102521,-0.9659258262890682,0.9781476007338057,-0.20791169081775934,1,60.993431297830604
108,51,18,0.258819045102521,-0.9659258262890682,0.9945218953682734,-0.10452846326765333,1,61.10598048779991
101,49,9,0.258819045102521,-0.9659258262890682,1.0,2.83276944882399e-16,1,55.753649039583394
94,45,18,0.258819045102521,-0.9659258262890682,0.9945218953682733,0.10452846326765346,1,56.209056439161884
116,35,15,0.258819045102521,-0.9659258262890682,0.9781476007338057,0.20791169081775923,1,56.86926494209213
97,51,30,0.258819045102521,-0.9659258262890682,0.9510565162951535,0.30901699437494745,1,62.52555501785969
91,52,24,0.258819045102521,-0.9659258262890682,0.9135454576426009,0.4067366430758004,1,60.783213019341055
94,49,24,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,1,58.498002293912315
118,50,22,0.258819045102521,-0.9659258262890682,0.8090169943749475,0.5877852522924731,1,62.31106300129139
104,53,22,0.258819045102521,-0.9659258262890682,0.7431448254773941,0.6691306063588582,1,60.91874231840336
110,52,12,0.258819045102521,-0.9659258262890682,0.6691306063588582,0.7431448254773942,1,57.139778431501504
115,48,17,0.258819045102521,-0.9659258262890682,0.5877852522924731,0.8090169943749475,1,59.440082897310475
94,49,18,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,1,55.128421368170514
91,61,21,0.258819045102521,-0.9659258262890682,0.40673664307580015,0.9135454576426009,1,57.488518207924805
110,51,18,0.258819045102521,-0.9659258262890682,0.3090169943749474,0.9510565162951535,1,59.37887562215476
98,41,15,0.258819045102521,-0.9659258262890682,0.20791169081775931,0.9781476007338057,1,53.72604386581734
86,40,17,0.258819045102521,-0.9659258262890682,0.10452846326765346,0.9945218953682733,1,52.70543255966913
121,45,21,0.258819045102521,-0.9659258262890682,0.0,1.0,1,59.72620024850425
