request_rate,active_users,db_connections,hour_sin,hour_cos,minute_sin,minute_cos,is_business_hour,cpu_utilization
96,52,14,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,45.41693358367818
107,55,19,-0.25881904510252157,0.9659258262890681,0.40673664307580015,0.9135454576426009,0,47.793338572715726
88,61,20,-0.25881904510252157,0.9659258262890681,0.3090169943749474,0.9510565162951535,0,45.32403877312797
103,51,18,-0.25881904510252157,0.9659258262890681,0.20791169081775931,0.9781476007338057,0,44.42656038580556
111,46,23,-0.25881904510252157,0.9659258262890681,0.10452846326765346,0.9945218953682733,0,46.559993993459074
90,52,16,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,43.01869551607068
94,40,15,-0.5000000000000004,0.8660254037844384,-0.10452846326765342,0.9945218953682733,0,38.86544894487949
98,47,18,-0.5000000000000004,0.8660254037844384,-0.20791169081775898,0.9781476007338057,0,41.367017811227626
103,53,18,-0.5000000000000004,0.8660254037844384,-0.3090169943749476,0.9510565162951535,0,43.39033630206799
94,54,22,-0.5000000000000004,0.8660254037844384,-0.40673664307580015,0.913545457642601,0,42.582667782611445
99,54,24,-0.5000000000000004,0.8660254037844384,-0.49999999999999967,0.8660254037844388,0,44.00679407315697
90,46,26,-0.5000000000000004,0.8660254037844384,-0.5877852522924734,0.8090169943749473,0,39.73863705651005
103,49,23,-0.5000000000000004,0.8660254037844384,-0.6691306063588581,0.7431448254773942,0,44.28546501813465
103,57,16,-0.5000000000000004,0.8660254037844384,-0.743144825477394,0.6691306063588585,0,42.962508129366974
94,62,18,-0.5000000000000004,0.8660254037844384,-0.8090169943749476,0.5877852522924729,0,42.00851016721667
105,46,16,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,42.41668417378636
86,47,12,-0.5000000000000004,0.8660254037844384,-0.9135454576426011,0.40673664307579976,0,36.65992556510718
92,54,21,-0.5000000000000004,0.8660254037844384,-0.9510565162951536,0.30901699437494723,0,40.46174339543449
94,47,19,-0.5000000000000004,0.8660254037844384,-0.9781476007338056,0.20791169081775943,0,40.60044222000285
101,48,20,-0.5000000000000004,0.8660254037844384,-0.9945218953682734,0.10452846326765299,0,41.659004425772714
103,60,11,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0,41.64457998548422
84,42,17,-0.5000000000000004,0.8660254037844384,-0.9945218953682733,-0.10452846326765423,0,36.18520060461186
76,53,15,-0.5000000000000004,0.8660254037844384,-0.9781476007338056,-0.2079116908177598,0,37.49420052231042
97,47,14,-0.5000000000000004,0.8660254037844384,-0.9510565162951535,-0.30901699437494756,0,38.486128677188596
111,48,14,-0.5000000000000004,0.8660254037844384,-0.9135454576426005,-0.4067366430758009,0,41.67885053636064
